[2026-01-16 15:52:27] Scan started on path: .
[2026-01-16 15:52:27] CLEAN file scanned | Path: .\test_detection.py
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\test_signature.py
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\.COMMIT_EDITMSG.swo
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\.COMMIT_EDITMSG.swp
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\COMMIT_EDITMSG
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\config
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\description
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\HEAD
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\index
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\ORIG_HEAD
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\applypatch-msg.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\commit-msg.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\fsmonitor-watchman.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\post-update.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\pre-applypatch.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\pre-commit.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\pre-merge-commit.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\pre-push.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\pre-rebase.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\pre-receive.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\prepare-commit-msg.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\push-to-checkout.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\hooks\update.sample
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\info\exclude
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\logs\HEAD
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\logs\refs\heads\main
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\logs\refs\heads\quarantine-testing
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\logs\refs\remotes\origin\main
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\logs\refs\remotes\origin\quarantine-testing
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\09\b8aa40b8ec53a82f3d42f52aea502f40046f59
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\0d\a2177e5b81949d7ceb385e7709b77988d0f517
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\0e\8af3700521939df1512cbf8f3e9f716f45a6a4
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\11\46ca20321067446268c42686adc03a34bdb445
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\12\6b80fd0497eb7346f1f2e738833cf8504fab65
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\12\e5080eff7e7fc9a2487e0b94622f8da299f6df
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\18\f5f656b1ccea9ccce25468ef75a47b4b8b2a40
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\1a\e32434a25ebaaea2ed731ff2fe50876a5e69df
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\1c\8e683f7acdffe2092acb75916a06a3946b72c4
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\1d\fc05172ee19ea62a5782a58052eea620ed5ad5
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\2a\c55c4d185ea8471bdf520efd162038a526751b
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\2b\0b5d138f688cc329e42bf1628cc94200139799
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\32\b41f9255536b0cb5f7731bc92fd6ad1218b7bf
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\33\f9f6274bf16869380b8437dc1448f84546bbfc
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\41\9fd4b068d6ed47f97fe9e19281c39f6702fcfe
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\43\5d39d5a4ceb5295ee4c4c668eef49b19774b7c
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\44\18f0b6da76f8493a7768707e4bf11dd55205d3
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\4a\d3fd51e2a9ad357ea37939b935923d46e8443a
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\4d\9531276e46b6dd3ab808d229a4a72e02378371
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\56\14577422332bceb6938939af45e144a28217d7
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\59\29afdf6a32e778ba7f076f0fe8ff789861dcab
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\59\d1117880ec110ce4bec893746c4327970d6bb4
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\5d\4b330f545ed29cc4baca53eb6fe9c245b2a87e
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\61\662b28a14a7c8d082609fadb2af4fc2b8daa57
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\6a\fec571d87480d47ce757aab8e2b5b28c106134
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\6e\1435158a7d3d57be93d5a95e7d638fb6085f7f
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\79\736a107eb0a3f9913d114a0002069ed40fa6c1
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\7a\1c0006613d4b01872705257c4d59f32b6ed604
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\7e\aa75f2f10e66d8998879f663c4f35046f52dc8
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\83\2c5d57589e33afcf58eebe946af4197763924d
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\84\b8b53ac7b021f080e0e68eab99ff35acfe99f4
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\84\e46f447b2257731524a39db7fe9291c4a41b96
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\87\2ac2fabe60767faeeb8994da2bd360a6a86d91
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\90\0066b330d3841bd514b9dc3fe3627931360336
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\93\02fed643acbe7e0e25ff682b7559759ff51932
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\98\24da57f73781a98069c4158f7b30f68d1cfc0d
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\a0\4e736605ee8b17cb371116d04664a7218999d4
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\a4\463ea57361342eaf66a88cb20bcf56c8c88884
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\aa\029286765ac3e9c260d2cc0a4beb63ca760dbf
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\aa\f705d980b6705863f5b1e9bbde228671f653dd
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\ab\86ddbb6bd7d00c055ce46ed0c84c763d75d918
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\b3\18989e3ae7814cb13a3bd9cf3a995dbeaeea7a
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\b4\702142c80dfd058a1d2882f9d2f4f4f12e8415
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\b5\65991ffe7e0cfb3bb3794f12e952576ea4bbd9
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\b6\921b8603f62874d682fe39fdeedff38acacce2
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\bf\76df1b7cdaf13d04e6762b010443ffeceb59f8
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\c2\65a6bcd3bb7619251c362dc13011aa7f18e66d
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\c5\55a01bf4dab11ed68ccf57d2c516c1726ea366
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\c7\d1b9b59f68a3acaf27a2299e30e69272ed5442
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\c8\4ffc67df04a2ccc7dc312fdd5535d5889a6296
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\cb\20cc13b424db05de02952eff677ee8d7beebd5
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\cb\2b458d7bdbb88472a50491abd103e9f8501d50
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\cf\4cc668f9e8242a8db4a4f70c3eec2e02a3955d
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\db\db596ed5e5f96fdc72e7466cdf7b84bb0e8be0
[2026-01-17 14:23:29] CLEAN file scanned | Path: .\.git\objects\e2\2b9db663c97642cdfccb7bd2a1d2bc20ce0988
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\e2\95c24fd2db720e3f4ce8564a824649869fd4f1
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\e6\9de29bb2d1d6434b8b29ae775ad8c2e48c5391
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\e9\18c4817e758dc6ecd6b110649fe57517076b10
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\e9\58f7759c60985eae54d0e46c7d29c1d41e99d7
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\ed\4f105ee86b659f46d0928f2d2775ad49bf117b
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\f1\86a0a4aabc0e209f0d33c297bfb070a8f41ebd
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\f4\84ec3eaeeeb216d201397dcc88d2a55e147ae0
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\f4\a9e106c9c97d601214ac027d45249d31b329da
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\objects\f4\d29ac978e3ebfc5343c8102b4fcb06697a36e6
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\refs\heads\main
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\refs\heads\quarantine-testing
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\refs\remotes\origin\main
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\.git\refs\remotes\origin\quarantine-testing
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\engine\detection_engine.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\engine\_init_.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\engine\__pycache__\detection_engine.cpython-310.pyc
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\hashing\hash_engine.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\hashing\_init_.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\hashing\__pycache__\hash_engine.cpython-310.pyc
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\logs\logger.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\logs\scan.log
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\logs\_init_.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\logs\__pycache__\logger.cpython-310.pyc
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\quarantine\quarantine_manager.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\quarantine\_initi_.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\quarantine\__pycache__\quarantine_manager.cpython-310.pyc
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\scanner\file_scanner.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\scanner\_init_.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\scanner\__pycache__\file_scanner.cpython-310.pyc
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\signatures\malware_signatures.txt
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\signatures\signature_checker.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\signatures\_init_.py
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\signatures\__pycache__\signature_checker.cpython-310.pyc
[2026-01-17 14:23:30] CLEAN file scanned | Path: .\__pycache__\scanner.cpython-310.pyc
[2026-01-17 14:23:30] Scan completed
[2026-01-17 14:33:44] Scan started on path: C:\Users\PB\Desktop\Pentest+SOC
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Artifacts\Access while TCP handshake_http GET request in victim.png
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Artifacts\Dual_Adapter_VM.png
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Artifacts\Firewall Rules Applied.png
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Artifacts\Firewall temporary SSH opened.png
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Artifacts\Handshake TCP.png
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Artifacts\ICMPs in Ping situations.png
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Artifacts\TCP (Not Connect).png
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Artifacts\vb_setup.png
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Documents\Dual VM Setup.pdf
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Documents\ICMP and TCP Network Package Analysis.pdf
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Documents\Internal Network Visibility and Firewall Control.pdf
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Documents\TCP (Not Connect)2.txt
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Network and Security Lab\README.md
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Network and Security Lab\phase1\phase1-architecture.md
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Network and Security Lab\phase1\phase1-Firewall.md
[2026-01-17 14:33:45] CLEAN file scanned | Path: C:\Users\PB\Desktop\Pentest+SOC\Network and Security Lab\phase1\phase1-network-visibility.md
[2026-01-17 14:33:45] Scan completed
[2026-01-17 14:34:00] Scan started on path: .
[2026-01-17 14:34:00] CLEAN file scanned | Path: .\main.py
[2026-01-17 14:34:00] CLEAN file scanned | Path: .\.git\.COMMIT_EDITMSG.swo
[2026-01-17 14:34:00] CLEAN file scanned | Path: .\.git\.COMMIT_EDITMSG.swp
